epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,722.189,0.825,0.47539,1.04176,0.97234,0.93246,0.97275,0.685,0.66192,0.39843,0.97702,0.009703,0.009703,0.009703
17,767.084,0.82985,0.47884,1.03564,0.97087,0.93919,0.97092,0.66978,0.63114,0.38235,0.96095,0.0096832,0.0096832,0.0096832
18,811.817,0.82499,0.47712,1.03861,0.94938,0.94956,0.96915,0.67164,0.62231,0.3813,0.94961,0.0096634,0.0096634,0.0096634
19,856.152,0.81023,0.47805,1.03431,0.96001,0.94549,0.97443,0.67379,0.62629,0.44685,0.9576,0.0096436,0.0096436,0.0096436
20,900.867,0.80326,0.46598,1.02794,0.94057,0.96491,0.97234,0.68594,0.63986,0.38342,0.95883,0.0096238,0.0096238,0.0096238
21,945.651,0.80043,0.45482,1.02617,0.97593,0.94725,0.97419,0.66967,0.65215,0.36394,0.95979,0.009604,0.009604,0.009604
22,990.654,0.79,0.45128,1.0243,0.93672,0.93351,0.96461,0.6721,0.61249,0.37267,0.95476,0.0095842,0.0095842,0.0095842
23,1035.59,0.79232,0.45288,1.02735,0.94984,0.95509,0.97035,0.68703,0.66303,0.34006,0.95993,0.0095644,0.0095644,0.0095644
24,1080.15,0.78169,0.44179,1.01841,0.991,0.95117,0.97912,0.68044,0.65109,0.35253,0.96742,0.0095446,0.0095446,0.0095446
25,1124.65,0.77787,0.44129,1.01396,0.97375,0.96292,0.97735,0.70003,0.61842,0.33802,0.94914,0.0095248,0.0095248,0.0095248
26,1169.76,0.76997,0.43141,1.01821,0.96151,0.95456,0.97511,0.67699,0.63231,0.33889,0.95515,0.009505,0.009505,0.009505
27,1214.6,0.77981,0.43928,1.02105,0.95828,0.97328,0.97037,0.67245,0.63844,0.34147,0.95584,0.0094852,0.0094852,0.0094852
28,1258.92,0.7699,0.43414,1.01378,0.97591,0.95255,0.98528,0.68155,0.63304,0.41133,0.948,0.0094654,0.0094654,0.0094654
29,1303.66,0.7679,0.42642,1.01474,0.98074,0.94119,0.97895,0.70548,0.6185,0.30987,0.94246,0.0094456,0.0094456,0.0094456
30,1348.39,0.74606,0.41938,1.00756,0.97921,0.94487,0.97735,0.69502,0.64964,0.30907,0.94778,0.0094258,0.0094258,0.0094258
31,1393.04,0.75701,0.42158,1.00765,0.95861,0.95828,0.97475,0.69287,0.60606,0.35538,0.94204,0.009406,0.009406,0.009406
32,1437.86,0.75182,0.41955,1.00934,0.96886,0.9617,0.97998,0.693,0.62217,0.3231,0.94859,0.0093862,0.0093862,0.0093862
33,1482.72,0.73626,0.40938,1.004,0.97154,0.95723,0.96963,0.70591,0.59062,0.2888,0.9451,0.0093664,0.0093664,0.0093664
34,1527.25,0.73864,0.41098,1.00105,0.97577,0.94756,0.96827,0.68591,0.6018,0.31682,0.94044,0.0093466,0.0093466,0.0093466
35,1572.15,0.73605,0.40409,0.99718,0.97981,0.94745,0.98283,0.70415,0.58944,0.29899,0.94101,0.0093268,0.0093268,0.0093268
36,1617.01,0.73474,0.40282,1.00159,0.95834,0.95218,0.97536,0.7088,0.59419,0.29159,0.93797,0.009307,0.009307,0.009307
37,1661.65,0.72929,0.40881,0.99941,0.98099,0.95155,0.97869,0.70335,0.59122,0.30213,0.94123,0.0092872,0.0092872,0.0092872
38,1706.35,0.73031,0.40063,0.99546,0.96252,0.95145,0.9699,0.68813,0.60553,0.30436,0.93556,0.0092674,0.0092674,0.0092674
39,1751.08,0.72911,0.39684,0.99529,0.95349,0.96662,0.97851,0.70825,0.59026,0.30059,0.93609,0.0092476,0.0092476,0.0092476
40,1795.97,0.70697,0.39244,0.98572,0.97615,0.96192,0.98078,0.71087,0.59256,0.29774,0.93583,0.0092278,0.0092278,0.0092278
41,1840.62,0.7082,0.38499,0.98899,0.97902,0.95358,0.97685,0.69494,0.60062,0.31805,0.93455,0.009208,0.009208,0.009208
42,1885.32,0.71372,0.38806,0.98996,0.97852,0.95217,0.97517,0.69626,0.59607,0.31488,0.93856,0.0091882,0.0091882,0.0091882
43,1930.15,0.70181,0.37638,0.98415,0.95016,0.96765,0.95768,0.68391,0.57271,0.29281,0.932,0.0091684,0.0091684,0.0091684
44,1974.76,0.71458,0.39296,0.99096,0.97457,0.96391,0.97299,0.69151,0.57649,0.30508,0.93148,0.0091486,0.0091486,0.0091486
45,2019.47,0.69102,0.37609,0.98332,0.97591,0.9484,0.97771,0.71536,0.58436,0.28057,0.93632,0.0091288,0.0091288,0.0091288
46,2064.16,0.70467,0.38505,0.98818,0.97191,0.95055,0.96911,0.71342,0.58789,0.30387,0.93843,0.009109,0.009109,0.009109
47,2109.12,0.70176,0.38215,0.98776,0.97108,0.95711,0.97075,0.70584,0.5979,0.28507,0.94025,0.0090892,0.0090892,0.0090892
48,2153.9,0.70436,0.39005,0.9876,0.97989,0.95097,0.97469,0.70981,0.57197,0.26827,0.92849,0.0090694,0.0090694,0.0090694
49,2198.55,0.69856,0.38108,0.98942,0.97746,0.95355,0.97076,0.71718,0.57147,0.2715,0.93335,0.0090496,0.0090496,0.0090496
50,2243.28,0.69325,0.37604,0.97934,0.96808,0.96732,0.98218,0.72559,0.57147,0.29363,0.93069,0.0090298,0.0090298,0.0090298
51,2287.75,0.67685,0.37321,0.9762,0.9474,0.97395,0.96711,0.70972,0.57858,0.28534,0.93129,0.00901,0.00901,0.00901
52,2332.66,0.6755,0.36467,0.96936,0.96608,0.9646,0.97663,0.71773,0.56813,0.26885,0.92416,0.0089902,0.0089902,0.0089902
53,2377.65,0.6644,0.36242,0.96765,0.9734,0.95932,0.98,0.70632,0.5887,0.28658,0.93211,0.0089704,0.0089704,0.0089704
54,2422.45,0.67806,0.37068,0.97914,0.9649,0.95524,0.96423,0.70097,0.57084,0.26163,0.93317,0.0089506,0.0089506,0.0089506
55,2467.51,0.67518,0.36687,0.97753,0.96743,0.95252,0.97092,0.70856,0.58242,0.26796,0.927,0.0089308,0.0089308,0.0089308
56,2512.14,0.6852,0.36485,0.97836,0.96103,0.94577,0.96748,0.71086,0.58246,0.2761,0.9281,0.008911,0.008911,0.008911
57,2556.85,0.67191,0.36163,0.97372,0.98035,0.96491,0.9842,0.7023,0.57331,0.27491,0.92839,0.0088912,0.0088912,0.0088912
58,2601.79,0.66029,0.36241,0.97267,0.95977,0.97612,0.97478,0.71853,0.57058,0.25679,0.92709,0.0088714,0.0088714,0.0088714
59,2646.86,0.67121,0.36001,0.97133,0.97477,0.96378,0.97554,0.7154,0.55991,0.29725,0.93681,0.0088516,0.0088516,0.0088516
60,2691.92,0.66677,0.35771,0.97355,0.9845,0.96312,0.98213,0.71626,0.55738,0.26172,0.92644,0.0088318,0.0088318,0.0088318
61,2736.58,0.6667,0.35638,0.97077,0.9524,0.96584,0.98133,0.72047,0.56425,0.2704,0.93149,0.008812,0.008812,0.008812
62,2781.24,0.65018,0.35103,0.9635,0.9647,0.93719,0.97755,0.71294,0.57161,0.26434,0.9347,0.0087922,0.0087922,0.0087922
63,2825.89,0.65457,0.35932,0.96677,0.9717,0.96081,0.98199,0.71726,0.55289,0.25814,0.92568,0.0087724,0.0087724,0.0087724
64,2871.02,0.6519,0.34965,0.96584,0.98403,0.94638,0.98348,0.71264,0.54626,0.26244,0.92804,0.0087526,0.0087526,0.0087526
65,2916.03,0.65639,0.35986,0.96814,0.97369,0.95823,0.98297,0.72468,0.55381,0.27601,0.92224,0.0087328,0.0087328,0.0087328
66,2961.06,0.64423,0.34415,0.96068,0.96452,0.97322,0.97619,0.70852,0.55237,0.27247,0.92491,0.008713,0.008713,0.008713
67,3005.91,0.64435,0.3435,0.96292,0.97293,0.9676,0.98318,0.71296,0.56529,0.26981,0.93311,0.0086932,0.0086932,0.0086932
68,3050.69,0.65454,0.34823,0.96964,0.97009,0.9686,0.97969,0.72748,0.55734,0.25846,0.92843,0.0086734,0.0086734,0.0086734
69,3095.54,0.63353,0.34044,0.95379,0.9624,0.96908,0.98013,0.72311,0.55339,0.24821,0.92421,0.0086536,0.0086536,0.0086536
70,3140.26,0.63717,0.33926,0.96105,0.96348,0.9676,0.98135,0.71582,0.54866,0.25079,0.92347,0.0086338,0.0086338,0.0086338
71,3185.03,0.64099,0.34345,0.96284,0.96348,0.97122,0.97939,0.71929,0.54697,0.24561,0.92211,0.008614,0.008614,0.008614
72,3229.73,0.6371,0.33915,0.96313,0.96791,0.96292,0.97493,0.72112,0.54922,0.25275,0.91982,0.0085942,0.0085942,0.0085942
73,3274.62,0.63399,0.34134,0.96058,0.97608,0.94529,0.96987,0.71861,0.55627,0.24626,0.92316,0.0085744,0.0085744,0.0085744
74,3319.07,0.63728,0.34666,0.96636,0.95113,0.97546,0.97166,0.71287,0.56747,0.25393,0.92868,0.0085546,0.0085546,0.0085546
75,3364.07,0.63425,0.33931,0.95919,0.97511,0.96163,0.9765,0.71448,0.55989,0.26027,0.93225,0.0085348,0.0085348,0.0085348
76,3408.93,0.63057,0.33811,0.9592,0.97512,0.95472,0.97434,0.71709,0.55842,0.25932,0.92558,0.008515,0.008515,0.008515
77,3453.71,0.63113,0.33003,0.96026,0.97566,0.96665,0.98303,0.72547,0.54401,0.25327,0.92137,0.0084952,0.0084952,0.0084952
78,3498.57,0.63651,0.3438,0.96133,0.98593,0.95529,0.98024,0.72027,0.54533,0.24409,0.92316,0.0084754,0.0084754,0.0084754
79,3543,0.62332,0.33349,0.95747,0.97157,0.96092,0.9721,0.71652,0.55326,0.24281,0.92535,0.0084556,0.0084556,0.0084556
80,3592.18,0.61706,0.33278,0.95384,0.97091,0.96092,0.97964,0.71773,0.55543,0.24732,0.92347,0.0084358,0.0084358,0.0084358
81,3636.63,0.61485,0.33357,0.95113,0.96374,0.97356,0.96848,0.71891,0.56072,0.23712,0.92131,0.008416,0.008416,0.008416
82,3681,0.62576,0.33809,0.95517,0.97436,0.95992,0.97307,0.71358,0.56588,0.24481,0.92574,0.0083962,0.0083962,0.0083962
83,3725.53,0.61926,0.33284,0.95413,0.95575,0.97996,0.97931,0.71927,0.54834,0.23282,0.9215,0.0083764,0.0083764,0.0083764
84,3769.94,0.61524,0.32889,0.94944,0.97815,0.96259,0.97622,0.71973,0.54811,0.23351,0.9205,0.0083566,0.0083566,0.0083566
85,3814.39,0.61125,0.32755,0.94916,0.97098,0.96292,0.97628,0.71865,0.54769,0.23613,0.92406,0.0083368,0.0083368,0.0083368
86,3858.8,0.61192,0.3246,0.95234,0.96254,0.97159,0.97518,0.71665,0.54857,0.23377,0.92646,0.008317,0.008317,0.008317
87,3903.57,0.60551,0.32178,0.9514,0.97172,0.95771,0.97557,0.71854,0.54745,0.24163,0.92291,0.0082972,0.0082972,0.0082972
88,3947.96,0.60932,0.32388,0.9502,0.96581,0.96292,0.97603,0.71823,0.54331,0.25442,0.92005,0.0082774,0.0082774,0.0082774
