,release,video_start,video_end,video
0,3.433333333333333,2.433333333333333,6933.333333333333,1
1,13.799999999999999,12.799999999999999,17300.0,2
2,20.066666666666666,19.066666666666666,23566.666666666668,3
3,29.4,28.4,32900.0,4
4,38.13333333333333,37.13333333333333,41633.333333333336,5
5,45.56666666666666,44.56666666666666,49066.666666666664,6
6,55.63333333333333,54.63333333333333,59133.333333333336,7
