epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2154.29,0.83165,0.46678,1.0377,0.94812,0.96898,0.98047,0.70907,0.67882,0.37119,0.96265,0.009604,0.009604,0.009604
22,2256.42,0.82999,0.46404,1.0368,0.9635,0.95324,0.98613,0.70267,0.70237,0.40039,0.9639,0.0095842,0.0095842,0.0095842
23,2358.6,0.83249,0.46643,1.0369,0.95329,0.96028,0.98308,0.70015,0.70698,0.45036,0.97138,0.0095644,0.0095644,0.0095644
24,2460.68,0.81572,0.45026,1.03327,0.97127,0.97228,0.98952,0.7099,0.71704,0.40629,0.96872,0.0095446,0.0095446,0.0095446
25,2562.74,0.81176,0.45127,1.02368,0.96346,0.95892,0.97592,0.69799,0.67885,0.37551,0.96397,0.0095248,0.0095248,0.0095248
26,2664.92,0.81786,0.44306,1.02924,0.97738,0.95424,0.98777,0.70925,0.68846,0.35929,0.95956,0.009505,0.009505,0.009505
27,2767.12,0.80619,0.4475,1.02804,0.97114,0.95225,0.97156,0.71094,0.65827,0.34595,0.96101,0.0094852,0.0094852,0.0094852
28,2869.29,0.78921,0.43604,1.02357,0.96535,0.97543,0.9842,0.7167,0.65478,0.34497,0.94609,0.0094654,0.0094654,0.0094654
29,2971.46,0.80217,0.43929,1.02466,0.97303,0.94288,0.98072,0.71996,0.65891,0.33261,0.96512,0.0094456,0.0094456,0.0094456
30,3073.91,0.77677,0.42847,1.01617,0.97911,0.96361,0.98923,0.70995,0.6638,0.33306,0.95969,0.0094258,0.0094258,0.0094258
31,3176.17,0.78396,0.43199,1.01705,0.9471,0.94727,0.96895,0.72674,0.66754,0.33702,0.95187,0.009406,0.009406,0.009406
32,3278.6,0.7744,0.43432,1.01218,0.97856,0.96698,0.98408,0.71521,0.66468,0.34888,0.94996,0.0093862,0.0093862,0.0093862
33,3380.85,0.77161,0.42175,1.01128,0.97729,0.95125,0.98613,0.7269,0.65833,0.33072,0.95317,0.0093664,0.0093664,0.0093664
34,3483.16,0.75607,0.41743,1.00517,0.97928,0.95424,0.97809,0.71424,0.6651,0.35392,0.95909,0.0093466,0.0093466,0.0093466
35,3585.4,0.77126,0.42319,1.00824,0.97475,0.97208,0.98022,0.71104,0.66122,0.34049,0.95309,0.0093268,0.0093268,0.0093268
36,3687.61,0.76158,0.41632,1.00876,0.98247,0.97998,0.98867,0.72051,0.65381,0.32315,0.94946,0.009307,0.009307,0.009307
37,3789.91,0.75885,0.41721,1.00568,0.98185,0.95155,0.98166,0.70564,0.64535,0.33662,0.95421,0.0092872,0.0092872,0.0092872
38,3893.75,0.74911,0.40791,1.0011,0.96285,0.96092,0.98283,0.71949,0.65907,0.3189,0.9538,0.0092674,0.0092674,0.0092674
39,3995.75,0.74536,0.40503,0.99785,0.97587,0.95945,0.98282,0.71795,0.6628,0.3282,0.95475,0.0092476,0.0092476,0.0092476
40,4097.93,0.73166,0.40072,0.99402,0.9749,0.96406,0.97963,0.72751,0.64741,0.31305,0.95147,0.0092278,0.0092278,0.0092278
41,4200.09,0.73141,0.40147,0.99522,0.9684,0.9567,0.98166,0.72227,0.64349,0.31514,0.94984,0.009208,0.009208,0.009208
42,4302.11,0.72149,0.39968,0.98518,0.97923,0.96628,0.98122,0.72591,0.6424,0.30641,0.95222,0.0091882,0.0091882,0.0091882
43,4404.42,0.72962,0.39678,0.98999,0.97192,0.97328,0.98357,0.7352,0.63067,0.28779,0.94931,0.0091684,0.0091684,0.0091684
44,4506.73,0.73269,0.39536,0.99366,0.97359,0.9654,0.98169,0.72034,0.65482,0.31262,0.94902,0.0091486,0.0091486,0.0091486
45,4609.04,0.70575,0.38903,0.98319,0.98225,0.97128,0.97954,0.72868,0.64472,0.28609,0.94805,0.0091288,0.0091288,0.0091288
46,4711.27,0.72058,0.39244,0.99296,0.967,0.9732,0.97457,0.72405,0.63107,0.29852,0.94399,0.009109,0.009109,0.009109
47,4813.56,0.70458,0.38435,0.98359,0.9777,0.96562,0.97834,0.71351,0.64633,0.29579,0.95223,0.0090892,0.0090892,0.0090892
48,4915.84,0.71812,0.39173,0.98801,0.97443,0.96312,0.97333,0.70912,0.64661,0.2902,0.94546,0.0090694,0.0090694,0.0090694
49,5018.12,0.7049,0.38214,0.98551,0.97948,0.94288,0.98073,0.7357,0.63715,0.29219,0.9448,0.0090496,0.0090496,0.0090496
50,5120.61,0.70295,0.38087,0.97636,0.96137,0.96805,0.97688,0.72465,0.64974,0.30048,0.94884,0.0090298,0.0090298,0.0090298
51,5222.97,0.68601,0.37095,0.97531,0.97013,0.97228,0.98491,0.73268,0.62003,0.285,0.93922,0.00901,0.00901,0.00901
52,5325.34,0.68546,0.3758,0.96948,0.96619,0.96452,0.96798,0.71483,0.62595,0.28664,0.94087,0.0089902,0.0089902,0.0089902
53,5427.7,0.68432,0.36992,0.97458,0.95708,0.96539,0.97915,0.72583,0.6476,0.29549,0.95294,0.0089704,0.0089704,0.0089704
54,5530.02,0.68963,0.37649,0.97709,0.97688,0.95391,0.97792,0.73651,0.63683,0.27884,0.95121,0.0089506,0.0089506,0.0089506
55,5632.64,0.69199,0.3715,0.98276,0.96356,0.9686,0.97659,0.72054,0.62513,0.28521,0.94148,0.0089308,0.0089308,0.0089308
56,5735.01,0.68247,0.37162,0.97181,0.96593,0.97627,0.97983,0.7331,0.62039,0.28164,0.9367,0.008911,0.008911,0.008911
57,5837.27,0.68496,0.36796,0.97338,0.9743,0.97711,0.98325,0.73349,0.63247,0.28653,0.94034,0.0088912,0.0088912,0.0088912
58,5939.76,0.67343,0.36662,0.97192,0.96696,0.97908,0.98272,0.73385,0.61866,0.26937,0.94033,0.0088714,0.0088714,0.0088714
59,6042.15,0.66627,0.36007,0.96441,0.98085,0.96241,0.98749,0.73782,0.60949,0.27463,0.93773,0.0088516,0.0088516,0.0088516
60,6144.76,0.66695,0.36165,0.96959,0.98645,0.96272,0.98717,0.74013,0.60275,0.26492,0.93223,0.0088318,0.0088318,0.0088318
61,6247.3,0.66305,0.3588,0.96572,0.96421,0.96391,0.97789,0.73137,0.62089,0.27326,0.93476,0.008812,0.008812,0.008812
62,6349.68,0.64863,0.3509,0.95726,0.97518,0.95624,0.98109,0.73416,0.61081,0.27403,0.92956,0.0087922,0.0087922,0.0087922
63,6452.09,0.65465,0.36352,0.96377,0.97538,0.96147,0.9801,0.73129,0.61378,0.26623,0.93726,0.0087724,0.0087724,0.0087724
64,6554.56,0.66021,0.35521,0.96378,0.96908,0.96883,0.9732,0.72884,0.62085,0.2655,0.93921,0.0087526,0.0087526,0.0087526
65,6656.96,0.6547,0.35574,0.96845,0.97579,0.97504,0.98549,0.72429,0.62247,0.26554,0.9413,0.0087328,0.0087328,0.0087328
66,6759.42,0.642,0.34562,0.95841,0.97226,0.96229,0.98003,0.73239,0.60239,0.25838,0.93324,0.008713,0.008713,0.008713
67,6861.8,0.64277,0.34769,0.95812,0.98219,0.9666,0.98313,0.72248,0.61706,0.27137,0.93784,0.0086932,0.0086932,0.0086932
68,6964.25,0.65208,0.35045,0.96615,0.97666,0.95647,0.98796,0.73593,0.60707,0.28156,0.93533,0.0086734,0.0086734,0.0086734
69,7066.6,0.63822,0.34837,0.95126,0.96966,0.9604,0.98691,0.73433,0.6137,0.26973,0.9391,0.0086536,0.0086536,0.0086536
70,7169.05,0.62979,0.34194,0.95792,0.97402,0.95668,0.96973,0.72996,0.60221,0.26727,0.9344,0.0086338,0.0086338,0.0086338
71,7271.44,0.6324,0.34393,0.95155,0.98303,0.95987,0.98521,0.73631,0.60908,0.25787,0.93443,0.008614,0.008614,0.008614
72,7373.7,0.63583,0.34421,0.95579,0.98488,0.96727,0.98677,0.73561,0.60671,0.2575,0.9296,0.0085942,0.0085942,0.0085942
73,7476.05,0.63297,0.33942,0.95521,0.95715,0.98764,0.98752,0.72915,0.61529,0.25781,0.93457,0.0085744,0.0085744,0.0085744
74,7578.48,0.63263,0.34444,0.95945,0.96965,0.97428,0.98608,0.72774,0.61494,0.25608,0.94095,0.0085546,0.0085546,0.0085546
75,7680.83,0.62623,0.33921,0.95141,0.98113,0.9795,0.98817,0.73232,0.60463,0.24972,0.93735,0.0085348,0.0085348,0.0085348
76,7783.15,0.62436,0.34297,0.95441,0.98361,0.96822,0.98563,0.73172,0.60433,0.25266,0.93445,0.008515,0.008515,0.008515
77,7885.54,0.60782,0.32612,0.94568,0.97798,0.97897,0.98633,0.73741,0.61267,0.24885,0.93508,0.0084952,0.0084952,0.0084952
78,7987.86,0.63153,0.34221,0.9575,0.9752,0.97386,0.98818,0.73687,0.60149,0.2505,0.93419,0.0084754,0.0084754,0.0084754
79,8090.24,0.61135,0.33586,0.94714,0.96916,0.98133,0.98987,0.7289,0.60134,0.25277,0.93963,0.0084556,0.0084556,0.0084556
80,8194.43,0.59846,0.32603,0.93999,0.97079,0.9623,0.98115,0.73708,0.60295,0.25505,0.9388,0.0084358,0.0084358,0.0084358
